China_DateTime,Chan 1 - Deg C,Chan 2 - %RH
1/9/20 12:05,12.4,43.5
1/9/20 12:06,12.4,43
1/9/20 12:07,12.3,43.5
1/9/20 12:08,12.3,43
1/9/20 12:09,12.3,43
1/9/20 12:10,12.2,42.4
1/9/20 12:11,12,42.4
1/9/20 12:12,11.9,42.4
1/9/20 12:13,11.8,42.4
1/9/20 12:14,11.7,42.3
1/9/20 12:15,11.6,42.3
1/9/20 12:16,11.6,42.3
1/9/20 12:17,11.5,42.9
1/9/20 12:18,11.4,42.9
1/9/20 12:19,11.4,42.9
1/9/20 12:20,11.4,42.8
1/9/20 12:21,11.4,42.8
1/9/20 12:22,11.3,42.8
1/9/20 12:23,11.3,42.8
1/9/20 12:24,11.3,42.8
1/9/20 12:25,11.2,42.8
1/9/20 12:26,11.2,42.8
1/9/20 12:27,11.2,42.8
1/9/20 12:28,11.2,42.8
1/9/20 12:29,11.2,42.8
1/9/20 12:30,11.2,42.8
1/9/20 12:31,11.2,42.8
1/9/20 12:32,11.2,42.8
1/9/20 12:33,11.2,42.8
1/9/20 12:34,11.1,42.8
1/9/20 12:35,11.1,42.8
1/9/20 12:36,11.1,42.8
1/9/20 12:37,11.1,42.8
1/9/20 12:38,11.1,42.3
1/9/20 12:39,11.1,42.3
1/9/20 12:40,11.1,42.3
1/9/20 12:41,11.1,42.3
1/9/20 12:42,11.1,42.3
1/9/20 12:43,11.1,42.3
1/9/20 12:44,11.1,42.3
1/9/20 12:45,11.1,42.3
1/9/20 12:46,11.1,42.3
1/9/20 12:47,11.1,42.3
1/9/20 12:48,11.1,42.3
1/9/20 12:49,11.1,42.3
1/9/20 12:50,11.1,42.3
1/9/20 12:51,11.1,42.3
1/9/20 12:52,11.1,42.3
1/9/20 12:53,11.1,42.3
1/9/20 12:54,11.1,42.3
1/9/20 12:55,11.1,42.3
1/9/20 12:56,11.1,42.3
1/9/20 12:57,11.1,42.3
1/9/20 12:58,11.1,42.3
1/9/20 12:59,11.1,42.3
1/9/20 13:00,11.1,42.3
1/9/20 13:01,11.1,42.3
1/9/20 13:02,11.1,42.3
1/9/20 13:03,11.1,43.3
1/9/20 13:04,11.4,51.7
1/9/20 13:05,12,49.8
1/9/20 13:06,12.6,48.8
1/9/20 13:07,12.9,47.8
1/9/20 13:08,13.5,67.7
1/9/20 13:09,14.8,49.7
1/9/20 13:10,15.2,46.5
1/9/20 13:11,15.4,46
1/9/20 13:12,15.6,47.1
1/9/20 13:13,16,49.3
1/9/20 13:14,16.4,49.9
1/9/20 13:15,16.8,47.3
1/9/20 13:16,17.2,44.1
1/9/20 13:17,17.6,45.3
1/9/20 13:18,17.9,45.8
1/9/20 13:19,18.4,45.4
1/9/20 13:20,18.8,44.3
1/9/20 13:21,19.2,44.4
1/9/20 13:22,19.6,44.4
1/9/20 13:23,20,43.9
1/9/20 13:24,20.4,44
1/9/20 13:25,20.8,43.5
1/9/20 13:26,21.1,43
1/9/20 13:27,21.4,42.5
1/9/20 13:28,21.8,42
1/9/20 13:29,22.2,41.5
1/9/20 13:30,22.4,40.4
1/9/20 13:31,22.7,40.4
1/9/20 13:32,23,39.3
1/9/20 13:33,23.3,39.9
1/9/20 13:34,23.6,39.4
1/9/20 13:35,23.8,39.4
1/9/20 13:36,24.1,39.5
1/9/20 13:37,24.3,38.9
1/9/20 13:38,24.5,39
1/9/20 13:39,24.8,38.4
1/9/20 13:40,24.9,37.9
1/9/20 13:41,25.1,37.9
1/9/20 13:42,25.3,37.3
1/9/20 13:43,25.4,37.4
1/9/20 13:44,25.6,37.4
1/9/20 13:45,25.7,37.4
1/9/20 13:46,26,32.9
1/9/20 13:47,26.2,31.7
1/9/20 13:48,26.1,31.2
1/9/20 13:49,26,30.6
1/9/20 13:50,25.9,30
1/9/20 13:51,25.8,30
1/9/20 13:52,25.6,30
1/9/20 13:53,25.4,30.5
1/9/20 13:54,25.3,30.5
1/9/20 13:55,25.2,30.5
1/9/20 13:56,25,31.6
1/9/20 13:57,24.4,27.6
1/9/20 13:58,23.7,25.8
1/9/20 13:59,22.9,25.7
1/9/20 14:00,22.1,25.6
1/9/20 14:01,21.1,26.7
1/9/20 14:02,20.2,27.8
1/9/20 14:03,19.3,31.7
1/9/20 14:04,18.6,33.3
1/9/20 14:05,18.1,34.4
1/9/20 14:06,17.8,33.2
1/9/20 14:07,17.4,34.8
1/9/20 14:08,17.2,35.4
1/9/20 14:09,17,32
1/9/20 14:10,16.5,32
1/9/20 14:11,16,34.1
1/9/20 14:12,15.9,33.6
1/9/20 14:13,15.5,35.2
1/9/20 14:14,15.3,37.4
1/9/20 14:15,15.2,38.4
1/9/20 14:16,15.3,40.6
1/9/20 14:17,15.4,42.3
1/9/20 14:18,15.7,43.9
1/9/20 14:19,16,45.1
1/9/20 14:20,16.3,46.2
1/9/20 14:21,16.8,47.3
1/9/20 14:22,17.3,49
1/9/20 14:23,17.8,49.6
1/9/20 14:24,18.2,50.2
1/9/20 14:25,18.6,50.7
1/9/20 14:26,19,50.3
1/9/20 14:27,19.5,50.8
1/9/20 14:28,19.9,50.4
1/9/20 14:29,20.4,50.5
1/9/20 14:30,21,50.5
1/9/20 14:31,21.6,50.1
1/9/20 14:32,22.2,50.2
1/9/20 14:33,22.7,50.3
1/9/20 14:34,23.3,50.3
1/9/20 14:35,23.8,49.9
1/9/20 14:36,24.3,50
1/9/20 14:37,24.8,49.5
1/9/20 14:38,25.3,49.5
1/9/20 14:39,25.7,49.1
1/9/20 14:40,26.1,48.6
1/9/20 14:41,26.5,48.6
1/9/20 14:42,26.9,48.7
1/9/20 14:43,27.2,48.2
1/9/20 14:44,27.6,47.7
1/9/20 14:45,27.9,47.7
1/9/20 14:46,28.2,47.2
1/9/20 14:47,28.5,46.7
1/9/20 14:48,28.8,46.7
1/9/20 14:49,29,46.2
1/9/20 14:50,29.3,45.7
1/9/20 14:51,29.6,45.7
1/9/20 14:52,29.8,45.7
1/9/20 14:53,30,45.2
1/9/20 14:54,30.2,44.7
1/9/20 14:55,30.4,44.7
1/9/20 14:56,30.6,44.7
1/9/20 14:57,30.7,44.2
1/9/20 14:58,30.9,43.6
1/9/20 14:59,30.9,35.7
1/9/20 15:00,30.6,32.2
1/9/20 15:01,30.2,30.4
1/9/20 15:02,29.7,28
1/9/20 15:03,29.2,27.4
1/9/20 15:04,28.3,29.6
1/9/20 15:05,25.7,31.7
1/9/20 15:06,23,32.6
1/9/20 15:07,20.8,33.5
1/9/20 15:08,19,35
1/9/20 15:09,17.6,36.5
1/9/20 15:10,16.5,37.5
1/9/20 15:11,15.4,37.4
1/9/20 15:12,14.4,37.3
1/9/20 15:13,13.5,38.3
1/9/20 15:14,12.9,40.3
1/9/20 15:15,12.4,41.4
1/9/20 15:16,12,42.4
1/9/20 15:17,11.6,41.3
1/9/20 15:18,11.1,41.2
1/9/20 15:19,10.7,42.2
1/9/20 15:20,10.6,43.8
1/9/20 15:21,10.5,44.9
1/9/20 15:22,10.4,43.8
1/9/20 15:23,10.1,43.2
1/9/20 15:24,9.9,43.2
1/9/20 15:25,9.9,45.3
1/9/20 15:26,9.9,46.4
1/9/20 15:27,9.9,45.3
1/9/20 15:28,9.8,43.7
1/9/20 15:29,9.7,43.7
1/9/20 15:30,9.7,45.3
1/9/20 15:31,9.7,46.9
1/9/20 15:32,9.7,46.3
1/9/20 15:33,9.6,45.3
1/9/20 15:34,9.4,44.2
1/9/20 15:35,9.4,45.2
1/9/20 15:36,9.4,47.3
1/9/20 15:37,9.4,48.4
1/9/20 15:38,9.4,47.3
1/9/20 15:39,9.3,45.2
1/9/20 15:40,9.2,45.2
1/9/20 15:41,9.2,46.8
1/9/20 15:42,9.2,48.4
1/9/20 15:43,9.3,48.9
1/9/20 15:44,9.2,47.3
1/9/20 15:45,9.1,46.3
1/9/20 15:46,9,46.2
1/9/20 15:47,9.1,48.3
1/9/20 15:48,9.1,49.4
1/9/20 15:49,9.3,49.9
1/9/20 15:50,9.4,50.4
1/9/20 15:51,9.6,50.5
1/9/20 15:52,9.8,50
1/9/20 15:53,10,49.5
1/9/20 15:54,10.2,49.5
1/9/20 15:55,10.4,48.5
1/9/20 15:56,10.6,48.6
1/9/20 15:57,10.8,47.5
1/9/20 15:58,10.9,46
1/9/20 15:59,10.8,44.4
1/9/20 16:00,10.6,43.3
1/9/20 16:01,10.5,43.3
1/9/20 16:02,10.4,44.3
1/9/20 16:03,10.3,45.9
1/9/20 16:04,10.4,46.9
1/9/20 16:05,10.3,45.9
1/9/20 16:06,10.2,44.3
1/9/20 16:07,10,44.3
1/9/20 16:08,9.9,45.8
1/9/20 16:09,9.9,47.4
1/9/20 16:10,9.9,47.9
1/9/20 16:11,9.9,46.9
1/9/20 16:12,9.8,45.3
1/9/20 16:13,9.7,45.3
1/9/20 16:14,9.6,46.9
1/9/20 16:15,9.7,48.4
1/9/20 16:16,9.8,48.4
1/9/20 16:17,9.7,47.4
1/9/20 16:18,9.6,45.8
1/9/20 16:19,9.5,45.8
1/9/20 16:20,9.5,47.4
1/9/20 16:21,9.6,48.4
1/9/20 16:22,9.6,48.9
1/9/20 16:23,9.6,47.4
1/9/20 16:24,9.5,45.8
1/9/20 16:25,9.5,46.3
1/9/20 16:26,9.5,47.9
1/9/20 16:27,9.5,48.9
1/9/20 16:28,9.6,48.4
1/9/20 16:29,9.6,46.8
1/9/20 16:30,9.4,45.8
1/9/20 16:31,9.4,46.3
1/9/20 16:32,9.4,48.4
1/9/20 16:33,9.5,49.4
1/9/20 16:34,9.6,48.4
1/9/20 16:35,9.5,46.8
1/9/20 16:36,9.4,46.3
1/9/20 16:37,9.4,47.3
1/9/20 16:38,9.5,48.9
1/9/20 16:39,9.6,49.4
1/9/20 16:40,9.6,48.4
1/9/20 16:41,9.5,47.4
1/9/20 16:42,9.5,47.4
1/9/20 16:43,9.5,48.4
1/9/20 16:44,9.6,50
1/9/20 16:45,9.7,50
1/9/20 16:46,9.7,48.4
1/9/20 16:47,9.6,47.9
1/9/20 16:48,9.6,48.4
1/9/20 16:49,9.7,50
1/9/20 16:50,9.8,50.5
1/9/20 16:51,9.8,49.5
1/9/20 16:52,9.7,48.4
1/9/20 16:53,9.7,49.5
1/9/20 16:54,9.8,50.5
1/9/20 16:55,9.8,51.5
1/9/20 16:56,10,52.5
1/9/20 16:57,10.1,52.5
1/9/20 16:58,10.2,52.5
1/9/20 16:59,10.4,52.5
1/9/20 17:00,10.5,52.5
1/9/20 17:01,10.7,52.1
1/9/20 17:02,10.8,52.1
1/9/20 17:03,11,51.6
1/9/20 17:04,11.1,51.2
1/9/20 17:05,11.2,50.7
1/9/20 17:06,11.4,50.7
1/9/20 17:07,11.4,48.7
1/9/20 17:08,11.3,46.6
1/9/20 17:09,11.2,46
1/9/20 17:10,11,45.5
1/9/20 17:11,10.9,46
1/9/20 17:12,10.8,47
1/9/20 17:13,10.7,48.6
1/9/20 17:14,10.7,48.6
1/9/20 17:15,10.6,46.5
1/9/20 17:16,10.5,45.9
1/9/20 17:17,10.4,46.4
1/9/20 17:18,10.3,48.5
1/9/20 17:19,10.3,49.6
1/9/20 17:20,10.3,48.5
1/9/20 17:21,10.2,47.5
1/9/20 17:22,10.1,47.4
1/9/20 17:23,10,48.5
1/9/20 17:24,10.1,50
1/9/20 17:25,10.1,50.1
1/9/20 17:26,10.1,48.5
1/9/20 17:27,9.9,47.4
1/9/20 17:28,9.9,47.9
1/9/20 17:29,9.9,49
1/9/20 17:30,9.9,50.5
1/9/20 17:31,10,50
1/9/20 17:32,9.9,48.5
1/9/20 17:33,9.8,47.4
1/9/20 17:34,9.7,48.4
1/9/20 17:35,9.7,49.5
1/9/20 17:36,9.8,51
1/9/20 17:37,9.8,50.5
1/9/20 17:38,9.7,48.9
1/9/20 17:39,9.6,48.4
1/9/20 17:40,9.5,48.9
1/9/20 17:41,9.5,50.4
1/9/20 17:42,9.6,51.4
1/9/20 17:43,9.6,51.4
1/9/20 17:44,9.5,49.4
1/9/20 17:45,9.4,49.4
1/9/20 17:46,9.4,49.9
1/9/20 17:47,9.4,51.4
1/9/20 17:48,9.4,52.4
1/9/20 17:49,9.4,51.9
1/9/20 17:50,9.4,50.4
1/9/20 17:51,9.2,49.9
1/9/20 17:52,9.2,50.9
1/9/20 17:53,9.2,52.3
1/9/20 17:54,9.3,53.3
1/9/20 17:55,9.3,52.4
1/9/20 17:56,9.2,51.4
1/9/20 17:57,9.1,50.9
1/9/20 17:58,9.1,51.4
1/9/20 17:59,9.1,52.8
1/9/20 18:00,9.2,53.8
1/9/20 18:01,9.2,53.3
1/9/20 18:02,9,51.8
1/9/20 18:03,9,51.3
1/9/20 18:04,9,52.3
1/9/20 18:05,9,53.3
1/9/20 18:06,9.1,54.2
1/9/20 18:07,9.1,55.2
1/9/20 18:08,9.2,55.2
1/9/20 18:09,9.4,55.7
1/9/20 18:10,9.4,55.7
1/9/20 18:11,9.6,55.7
1/9/20 18:12,9.7,55.8
1/9/20 18:13,9.8,55.8
1/9/20 18:14,9.8,55.3
1/9/20 18:15,9.9,55.3
1/9/20 18:16,9.9,53.9
1/9/20 18:17,9.8,51.9
1/9/20 18:18,9.6,51
1/9/20 18:19,9.5,51.4
1/9/20 18:20,9.4,52.4
1/9/20 18:21,9.4,53.8
1/9/20 18:22,9.5,53.8
1/9/20 18:23,9.4,52.8
1/9/20 18:24,9.2,51.9
1/9/20 18:25,9.2,52.3
1/9/20 18:26,9.1,53.3
1/9/20 18:27,9.1,54.3
1/9/20 18:28,9.2,54.7
1/9/20 18:29,9.1,53.8
1/9/20 18:30,9,52.8
1/9/20 18:31,8.9,53.3
1/9/20 18:32,8.9,53.7
1/9/20 18:33,8.9,55.2
1/9/20 18:34,9,55.7
1/9/20 18:35,8.9,54.2
1/9/20 18:36,8.8,53.2
1/9/20 18:37,8.7,53.2
1/9/20 18:38,8.7,54.2
1/9/20 18:39,8.8,55.2
1/9/20 18:40,8.8,56.1
1/9/20 18:41,8.8,55.6
1/9/20 18:42,8.7,54.2
1/9/20 18:43,8.6,54.2
1/9/20 18:44,8.6,54.7
1/9/20 18:45,8.6,55.6
1/9/20 18:46,8.7,56.1
1/9/20 18:47,8.7,56.1
1/9/20 18:48,8.6,55.1
1/9/20 18:49,8.6,54.2
1/9/20 18:50,8.5,54.6
1/9/20 18:51,8.5,55.6
1/9/20 18:52,8.6,56.5
1/9/20 18:53,8.6,57
1/9/20 18:54,8.6,56.1
1/9/20 18:55,8.5,55.1
1/9/20 18:56,8.4,54.6
1/9/20 18:57,8.4,55.1
1/9/20 18:58,8.4,56.1
1/9/20 18:59,8.5,57
1/9/20 19:00,8.6,57.5
1/9/20 19:01,8.6,56.1
1/9/20 19:02,8.4,55.6
1/9/20 19:03,8.4,55.6
1/9/20 19:04,8.4,56
1/9/20 19:05,8.4,57
1/9/20 19:06,8.5,57.5
1/9/20 19:07,8.6,57.5
1/9/20 19:08,8.5,56.5
1/9/20 19:09,8.4,55.6
1/9/20 19:10,8.3,56
1/9/20 19:11,8.3,56.5
1/9/20 19:12,8.4,57.5
1/9/20 19:13,8.5,57.9
1/9/20 19:14,8.6,58.9
1/9/20 19:15,8.7,58.9
1/9/20 19:16,8.8,58.9
1/9/20 19:17,8.9,59.4
1/9/20 19:18,9,59.4
1/9/20 19:19,9,59.5
1/9/20 19:20,9.2,59
1/9/20 19:21,9.2,59
1/9/20 19:22,9.3,59
1/9/20 19:23,9.4,59
1/9/20 19:24,9.5,58.6
1/9/20 19:25,9.4,56.7
1/9/20 19:26,9.2,55.2
1/9/20 19:27,9,54.7
1/9/20 19:28,8.9,55.2
1/9/20 19:29,8.9,56.1
1/9/20 19:30,9,57.1
1/9/20 19:31,9,57.6
1/9/20 19:32,8.9,56.6
1/9/20 19:33,8.7,55.6
1/9/20 19:34,8.6,55.6
1/9/20 19:35,8.6,56.1
1/9/20 19:36,8.6,57
1/9/20 19:37,8.7,58
1/9/20 19:38,8.7,58
1/9/20 19:39,8.6,56.6
1/9/20 19:40,8.5,56.1
1/9/20 19:41,8.4,56.1
1/9/20 19:42,8.4,57
1/9/20 19:43,8.5,57.9
1/9/20 19:44,8.6,58.4
1/9/20 19:45,8.6,58.4
1/9/20 19:46,8.5,57.5
1/9/20 19:47,8.4,56.5
1/9/20 19:48,8.3,56.5
1/9/20 19:49,8.3,57.5
1/9/20 19:50,8.4,57.9
1/9/20 19:51,8.4,58.9
1/9/20 19:52,8.5,58.9
1/9/20 19:53,8.5,57.9
1/9/20 19:54,8.3,57
1/9/20 19:55,8.2,57
1/9/20 19:56,8.2,57.4
1/9/20 19:57,8.2,58.4
1/9/20 19:58,8.3,58.9
1/9/20 19:59,8.4,59.4
1/9/20 20:00,8.4,58.9
1/9/20 20:01,8.3,57.9
1/9/20 20:02,8.2,57.4
1/9/20 20:03,8.2,57.4
1/9/20 20:04,8.2,58.4
1/9/20 20:05,8.2,58.9
1/9/20 20:06,8.3,59.8
1/9/20 20:07,8.4,59.8
1/9/20 20:08,8.3,58.9
1/9/20 20:09,8.2,57.9
1/9/20 20:10,8.1,57.4
1/9/20 20:11,8.1,57.9
1/9/20 20:12,8.2,58.8
1/9/20 20:13,8.2,59.3
1/9/20 20:14,8.3,60.3
1/9/20 20:15,8.3,59.8
1/9/20 20:16,8.2,58.9
1/9/20 20:17,8.2,57.9
1/9/20 20:18,8.1,57.9
1/9/20 20:19,8.1,58.8
1/9/20 20:20,8.1,59.3
1/9/20 20:21,8.2,59.8
1/9/20 20:22,8.3,60.3
1/9/20 20:23,8.4,60.7
1/9/20 20:24,8.5,60.8
1/9/20 20:25,8.6,61.2
1/9/20 20:26,8.6,61.3
1/9/20 20:27,8.7,61.3
1/9/20 20:28,8.8,61.3
1/9/20 20:29,8.9,60.8
1/9/20 20:30,9,60.8
1/9/20 20:31,9,60.9
1/9/20 20:32,9.1,60.9
1/9/20 20:33,9.1,59.5
1/9/20 20:34,9,58
1/9/20 20:35,8.8,57.1
1/9/20 20:36,8.6,57
1/9/20 20:37,8.6,58
1/9/20 20:38,8.6,58.4
1/9/20 20:39,8.6,59.4
1/9/20 20:40,8.6,59.9
1/9/20 20:41,8.6,58.9
1/9/20 20:42,8.5,57.9
1/9/20 20:43,8.4,57.5
1/9/20 20:44,8.3,57.9
1/9/20 20:45,8.3,58.9
1/9/20 20:46,8.4,59.3
1/9/20 20:47,8.4,59.8
1/9/20 20:48,8.5,59.8
1/9/20 20:49,8.4,58.9
1/9/20 20:50,8.2,57.9
1/9/20 20:51,8.2,57.9
1/9/20 20:52,8.2,58.8
1/9/20 20:53,8.2,59.3
1/9/20 20:54,8.2,60.3
1/9/20 20:55,8.3,60.7
1/9/20 20:56,8.3,59.8
1/9/20 20:57,8.2,58.9
1/9/20 20:58,8.2,58.4
1/9/20 20:59,8.1,58.8
1/9/20 21:00,8.1,59.3
1/9/20 21:01,8.1,60.2
1/9/20 21:02,8.2,60.7
1/9/20 21:03,8.3,61.2
1/9/20 21:04,8.2,60.3
1/9/20 21:05,8.2,59.3
1/9/20 21:06,8.1,58.8
1/9/20 21:07,8,59.3
1/9/20 21:08,8,59.8
1/9/20 21:09,8.1,60.7
1/9/20 21:10,8.2,61.2
1/9/20 21:11,8.2,61.2
1/9/20 21:12,8.2,60.2
1/9/20 21:13,8.1,59.3
1/9/20 21:14,8,59.3
1/9/20 21:15,8,59.3
1/9/20 21:16,8,60.2
1/9/20 21:17,8,60.7
1/9/20 21:18,8.1,61.2
1/9/20 21:19,8.2,61.6
1/9/20 21:20,8.2,60.7
1/9/20 21:21,8.1,59.8
1/9/20 21:22,8,59.3
1/9/20 21:23,7.9,59.7
1/9/20 21:24,7.9,60.2
1/9/20 21:25,8,61.1
1/9/20 21:26,8.1,61.6
1/9/20 21:27,8.2,62.1
1/9/20 21:28,8.2,61.2
1/9/20 21:29,8,59.8
1/9/20 21:30,7.9,59.7
1/9/20 21:31,7.9,59.7
1/9/20 21:32,7.9,60.2
1/9/20 21:33,7.9,61.1
1/9/20 21:34,8,61.6
1/9/20 21:35,8.1,62.1
1/9/20 21:36,8.2,62.6
1/9/20 21:37,8.2,62.6
1/9/20 21:38,8.3,62.6
1/9/20 21:39,8.4,62.6
1/9/20 21:40,8.5,62.6
1/9/20 21:41,8.6,62.2
1/9/20 21:42,8.5,60.8
1/9/20 21:43,8.4,59.8
1/9/20 21:44,8.2,59.3
1/9/20 21:45,8.2,59.3
1/9/20 21:46,8.2,60.2
1/9/20 21:47,8.2,60.7
1/9/20 21:48,8.2,61.6
1/9/20 21:49,8.3,61.7
1/9/20 21:50,8.2,60.7
1/9/20 21:51,8.1,59.8
1/9/20 21:52,8,59.8
1/9/20 21:53,8,59.8
1/9/20 21:54,8,60.7
1/9/20 21:55,8,61.2
1/9/20 21:56,8.1,61.6
1/9/20 21:57,8.2,62.1
1/9/20 21:58,8.2,61.2
1/9/20 21:59,8.1,60.2
1/9/20 22:00,7.9,59.7
1/9/20 22:01,7.9,60.2
1/9/20 22:02,7.9,60.7
1/9/20 22:03,7.9,61.1
1/9/20 22:04,8,62.1
1/9/20 22:05,8.1,62.5
1/9/20 22:06,8.1,62.1
1/9/20 22:07,8,60.7
1/9/20 22:08,7.9,60.2
1/9/20 22:09,7.8,60.2
1/9/20 22:10,7.8,60.7
1/9/20 22:11,7.8,61.1
1/9/20 22:12,7.9,62.1
1/9/20 22:13,8,62.5
1/9/20 22:14,8.1,62.5
1/9/20 22:15,8,61.6
1/9/20 22:16,7.9,60.7
1/9/20 22:17,7.8,60.2
1/9/20 22:18,7.8,60.6
1/9/20 22:19,7.8,61.1
1/9/20 22:20,7.8,62
1/9/20 22:21,7.9,62.5
1/9/20 22:22,8,63
1/9/20 22:23,8,62.5
1/9/20 22:24,7.9,61.1
1/9/20 22:25,7.8,60.7
1/9/20 22:26,7.8,60.6
1/9/20 22:27,7.8,61.1
1/9/20 22:28,7.8,62
1/9/20 22:29,7.9,62.5
1/9/20 22:30,7.9,63
1/9/20 22:31,8,63
1/9/20 22:32,8,62.1
1/9/20 22:33,7.8,61.1
